                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 2.8635,                  3.208,                 2.3465,                0.00515,                0.27993,                0.00646,                0.00175,                 3.0007,                 3.3604,                 2.5775,              0.0017228,              0.0017228,              0.0017228
                     17,                 2.8428,                  3.184,                 2.3343,                0.00555,                0.30387,                0.00769,                0.00238,                 2.9139,                 3.3709,                 2.6059,               0.001703,               0.001703,               0.001703
                     18,                 2.8244,                 3.1891,                 2.3523,                0.00925,                 0.3008,                0.01286,                 0.0035,                 2.9557,                 3.4118,                 2.6122,              0.0016832,              0.0016832,              0.0016832
                     19,                 2.7758,                 3.2013,                 2.3163,                0.00454,                0.25537,                0.00491,                0.00137,                 3.2321,                 3.4119,                 2.6423,              0.0016634,              0.0016634,              0.0016634
                     20,                 2.8131,                 3.1726,                 2.3615,                0.00646,                0.35298,                 0.0123,                0.00352,                  2.918,                 3.2697,                 2.5865,              0.0016436,              0.0016436,              0.0016436
                     21,                 2.7921,                 3.1757,                 2.3135,                0.00468,                0.25414,                0.00435,                 0.0012,                 3.1424,                 3.6239,                 2.6188,              0.0016238,              0.0016238,              0.0016238
                     22,                 2.7744,                 3.1716,                 2.3076,                0.01768,                0.04174,                 0.0089,                0.00261,                 3.0018,                 3.3858,                 2.5038,               0.001604,               0.001604,               0.001604
                     23,                   2.76,                 3.1607,                 2.2866,                0.00647,                0.33456,                0.01149,                0.00305,                 2.9844,                 3.2252,                 2.5443,              0.0015842,              0.0015842,              0.0015842
                     24,                 2.7578,                 3.1429,                 2.3102,                0.02561,                0.03745,                0.01078,                0.00327,                 2.8881,                 3.3222,                 2.5768,              0.0015644,              0.0015644,              0.0015644
                     25,                 2.7641,                 3.1397,                 2.3074,                 0.0063,                0.35114,                 0.0106,                0.00298,                 2.9758,                 3.4995,                 2.5393,              0.0015446,              0.0015446,              0.0015446
                     26,                 2.7312,                 3.1594,                 2.2759,                0.00572,                0.32413,                0.01184,                0.00274,                 2.9092,                  3.384,                 2.5757,              0.0015248,              0.0015248,              0.0015248
                     27,                 2.7409,                  3.177,                 2.2886,                0.00688,                0.37201,                0.01317,                0.00418,                 2.8287,                 3.2417,                 2.5522,               0.001505,               0.001505,               0.001505
                     28,                 2.7301,                 3.1305,                 2.2807,                0.00539,                0.29589,                0.00639,                0.00185,                  3.112,                 3.4795,                 2.6102,              0.0014852,              0.0014852,              0.0014852
                     29,                 2.7778,                 3.1064,                 2.2833,                0.00565,                0.32413,                0.00771,                0.00243,                  2.871,                 3.3972,                 2.7423,              0.0014654,              0.0014654,              0.0014654
                     30,                 2.7666,                 3.0983,                 2.2729,                0.00867,                 0.2787,                0.00691,                0.00204,                  3.019,                 3.3333,                 2.5127,              0.0014456,              0.0014456,              0.0014456
                     31,                 2.7176,                 3.0919,                 2.2589,                0.00834,                0.31001,                0.00675,                 0.0021,                 2.8354,                 3.3416,                 2.5588,              0.0014258,              0.0014258,              0.0014258
                     32,                 2.6825,                 3.0901,                 2.2461,                0.00549,                 0.3051,                0.00787,                0.00235,                 2.9427,                 3.2812,                 2.5042,               0.001406,               0.001406,               0.001406
                     33,                 2.6925,                 3.0624,                 2.2323,                0.03854,                0.05463,                0.01677,                0.00702,                 2.8512,                 3.3591,                 2.5502,              0.0013862,              0.0013862,              0.0013862
                     34,                 2.6905,                 3.0769,                 2.2399,                0.00675,                0.37508,                0.01369,                 0.0039,                 2.8716,                 3.2171,                 2.5027,              0.0013664,              0.0013664,              0.0013664
                     35,                 2.6903,                 3.0922,                 2.2504,                 0.0243,                0.07121,                0.01073,                0.00311,                 2.8686,                 3.4752,                 2.5044,              0.0013466,              0.0013466,              0.0013466
                     36,                 2.7024,                 3.0485,                 2.2301,                0.01203,                0.28791,                0.00853,                0.00244,                 2.8866,                 3.2527,                 2.4744,              0.0013268,              0.0013268,              0.0013268
                     37,                 2.6791,                 3.0859,                 2.2154,                0.01891,                0.11971,                0.00793,                0.00237,                 2.8759,                 3.3212,                 2.4831,               0.001307,               0.001307,               0.001307
                     38,                 2.6433,                 3.0401,                 2.2025,                0.05058,                0.05955,                0.01711,                0.00614,                 2.8265,                 3.2092,                 2.4876,              0.0012872,              0.0012872,              0.0012872
                     39,                 2.6428,                 3.0194,                 2.2073,                0.01605,                0.30325,                0.01423,                0.00467,                 2.7908,                 3.2466,                 2.5516,              0.0012674,              0.0012674,              0.0012674
                     40,                 2.6584,                 3.0269,                 2.2149,                  0.014,                0.10927,                0.00671,                0.00193,                 2.9599,                  3.376,                 2.4831,              0.0012476,              0.0012476,              0.0012476
                     41,                 2.6427,                  2.987,                 2.1926,                0.02794,                0.11111,                 0.0123,                0.00403,                 2.7464,                 3.1505,                 2.4503,              0.0012278,              0.0012278,              0.0012278
                     42,                 2.6389,                 3.0092,                 2.1918,                0.02653,                0.16452,                0.01259,                0.00377,                 2.7869,                  3.201,                 2.4592,               0.001208,               0.001208,               0.001208
                     43,                 2.5875,                  3.001,                 2.1752,                0.04153,                0.07366,                0.01475,                0.00441,                 2.8303,                   3.14,                 2.4175,              0.0011882,              0.0011882,              0.0011882
                     44,                  2.608,                 2.9626,                 2.1895,                0.02276,                0.12032,                0.01242,                0.00335,                 2.8962,                 3.2163,                  2.503,              0.0011684,              0.0011684,              0.0011684
                     45,                 2.5733,                 2.9653,                 2.1553,                0.03995,                0.03806,                0.01894,                0.00653,                  2.759,                 3.1321,                 2.4303,              0.0011486,              0.0011486,              0.0011486
                     46,                  2.614,                 2.9745,                 2.1711,                0.03319,                0.09576,                0.01389,                0.00416,                 2.7678,                 3.2803,                 2.4615,              0.0011288,              0.0011288,              0.0011288
                     47,                 2.5852,                 2.9519,                 2.1534,                0.05887,                0.10743,                0.02494,                0.00708,                 2.7142,                 3.0892,                 2.4121,               0.001109,               0.001109,               0.001109
                     48,                 2.5769,                 2.9403,                 2.1436,                0.08336,                0.02885,                0.02305,                0.00706,                 2.7786,                 3.0862,                 2.4353,              0.0010892,              0.0010892,              0.0010892
                     49,                 2.5523,                 2.9181,                 2.1271,                0.04938,                0.06016,                0.01944,                0.00604,                  2.774,                 3.1458,                 2.4114,              0.0010694,              0.0010694,              0.0010694
                     50,                 2.5807,                 2.9228,                 2.1367,                0.07125,                0.04665,                0.02267,                0.00772,                 2.7646,                 3.1514,                 2.4245,              0.0010496,              0.0010496,              0.0010496
                     51,                 2.5673,                 2.9395,                 2.1408,                 0.0499,                0.04359,                0.01973,                0.00768,                  2.739,                 3.1179,                 2.4575,              0.0010298,              0.0010298,              0.0010298
                     52,                 2.5505,                 2.9014,                 2.1239,                0.06311,                0.05709,                0.02492,                 0.0097,                 2.7958,                 3.0836,                 2.4565,                0.00101,                0.00101,                0.00101
                     53,                 2.5574,                 2.9158,                 2.1228,                0.03441,                0.05832,                0.01166,                0.00347,                 2.8527,                 3.2357,                 2.4608,              0.0009902,              0.0009902,              0.0009902
                     54,                 2.5359,                 2.8753,                 2.1295,                0.07875,                0.07858,                 0.0318,                0.01094,                  2.683,                 3.0555,                 2.3956,              0.0009704,              0.0009704,              0.0009704
                     55,                 2.5309,                 2.8902,                  2.117,                0.05226,                0.07182,                0.02361,                0.00783,                 2.7639,                  3.116,                 2.3925,              0.0009506,              0.0009506,              0.0009506
                     56,                 2.4933,                 2.8519,                 2.0855,                0.06673,                0.06139,                0.02603,                 0.0086,                 2.7456,                  3.101,                 2.4068,              0.0009308,              0.0009308,              0.0009308
                     57,                 2.5041,                 2.8479,                 2.1071,                0.06051,                 0.0706,                0.02576,                0.01066,                 2.6806,                 3.0098,                 2.3909,               0.000911,               0.000911,               0.000911
                     58,                 2.5109,                 2.8614,                 2.0955,                 0.1066,                 0.0706,                0.03439,                0.01375,                 2.6141,                 3.0077,                 2.3394,              0.0008912,              0.0008912,              0.0008912
                     59,                 2.4786,                 2.8858,                 2.0808,                0.05986,                 0.0706,                0.02677,                0.01082,                 2.7358,                 3.0531,                 2.4247,              0.0008714,              0.0008714,              0.0008714
                     60,                 2.5048,                 2.8558,                 2.1117,                0.07543,                0.09576,                0.03371,                0.01143,                 2.6746,                 3.0397,                 2.3378,              0.0008516,              0.0008516,              0.0008516
                     61,                 2.4516,                 2.8407,                 2.0674,                0.06062,                0.06262,                0.02764,                0.01074,                 2.7681,                 3.0266,                 2.3991,              0.0008318,              0.0008318,              0.0008318
                     62,                 2.4781,                 2.7946,                 2.0608,                0.07711,                0.06691,                0.03083,                0.01181,                 2.6527,                   3.03,                 2.3871,               0.000812,               0.000812,               0.000812
                     63,                 2.4835,                 2.8211,                 2.0868,                0.08369,                0.07934,                0.03189,                0.01156,                 2.6228,                 2.9894,                 2.3751,              0.0007922,              0.0007922,              0.0007922
                     64,                 2.4582,                 2.7843,                  2.043,                0.08954,                 0.0706,                0.03642,                0.01344,                  2.604,                 2.9644,                 2.2809,              0.0007724,              0.0007724,              0.0007724
                     65,                 2.4278,                 2.7736,                 2.0297,                0.07717,                0.05463,                0.03395,                0.01321,                 2.6717,                 3.0066,                  2.345,              0.0007526,              0.0007526,              0.0007526
                     66,                 2.4367,                 2.7667,                 2.0385,                0.12073,                0.08437,                0.04272,                0.01496,                 2.6002,                 2.9534,                  2.315,              0.0007328,              0.0007328,              0.0007328
                     67,                 2.4418,                 2.7468,                 2.0351,                0.09042,                0.09699,                0.04176,                0.01427,                 2.6113,                 2.9369,                 2.3279,               0.000713,               0.000713,               0.000713
                     68,                 2.4248,                 2.7259,                 2.0323,                0.07795,                 0.0798,                0.03228,                0.01004,                  2.803,                 3.0477,                 2.4145,              0.0006932,              0.0006932,              0.0006932
                     69,                 2.4136,                 2.7545,                 2.0328,                0.09172,                0.09392,                0.03914,                0.01341,                 2.5954,                 2.9512,                 2.3113,              0.0006734,              0.0006734,              0.0006734
                     70,                 2.4108,                 2.7146,                 2.0024,                0.09225,                0.09761,                0.04156,                0.01547,                 2.6095,                 2.9297,                 2.3134,              0.0006536,              0.0006536,              0.0006536
                     71,                 2.3607,                 2.7091,                 2.0072,                0.08837,                0.10743,                0.04439,                0.01587,                 2.6261,                 3.0072,                 2.3182,              0.0006338,              0.0006338,              0.0006338
                     72,                 2.3695,                 2.7364,                 2.0258,                0.10319,                0.10006,                0.04776,                0.01765,                 2.5782,                 2.9059,                 2.2955,               0.000614,               0.000614,               0.000614
                     73,                 2.3902,                 2.6964,                 1.9817,                0.11625,                0.07796,                0.04725,                0.01753,                   2.57,                  2.898,                 2.2761,              0.0005942,              0.0005942,              0.0005942
                     74,                  2.384,                 2.7141,                 2.0169,                 0.0887,                0.11848,                0.04194,                0.01556,                  2.653,                 3.0753,                 2.3625,              0.0005744,              0.0005744,              0.0005744
                     75,                 2.3618,                 2.6871,                 1.9957,                0.11779,                0.10006,                0.04912,                0.01692,                 2.6052,                 2.8691,                 2.3052,              0.0005546,              0.0005546,              0.0005546
                     76,                 2.3638,                  2.687,                 1.9983,                0.12631,                0.11664,                0.05543,                 0.0207,                 2.5216,                 2.8747,                 2.2873,              0.0005348,              0.0005348,              0.0005348
                     77,                 2.3665,                 2.6795,                 2.0025,                 0.1039,                0.12712,                0.05019,                0.01765,                 2.6238,                 2.9457,                 2.3104,               0.000515,               0.000515,               0.000515
                     78,                 2.3281,                 2.6447,                 1.9672,                0.11106,                0.14979,                0.05295,                0.01746,                 2.5667,                 2.8704,                  2.302,              0.0004952,              0.0004952,              0.0004952
                     79,                 2.3498,                 2.6479,                 1.9671,                0.11826,                0.14549,                0.05886,                0.01951,                 2.5584,                 2.8515,                 2.2658,              0.0004754,              0.0004754,              0.0004754
                     80,                 2.3153,                 2.6578,                 1.9754,                0.10937,                0.12277,                0.05401,                0.01924,                 2.5767,                 2.8781,                 2.2939,              0.0004556,              0.0004556,              0.0004556
                     81,                 2.3053,                 2.6058,                 1.9631,                0.10739,                0.12769,                0.05411,                0.01844,                 2.5816,                 2.8596,                 2.3004,              0.0004358,              0.0004358,              0.0004358
                     82,                 2.2944,                 2.6158,                 1.9557,                0.12669,                0.10988,                0.05842,                 0.0211,                 2.6099,                 2.8779,                 2.2896,               0.000416,               0.000416,               0.000416
                     83,                 2.3209,                 2.6115,                 1.9714,                0.13693,                0.13014,                0.06167,                0.02375,                 2.5229,                  2.845,                 2.2554,              0.0003962,              0.0003962,              0.0003962
                     84,                 2.2844,                 2.5897,                 1.9423,                0.12779,                0.14426,                0.06078,                0.02316,                  2.502,                 2.8299,                 2.2438,              0.0003764,              0.0003764,              0.0003764
                     85,                 2.3034,                 2.6161,                 1.9513,                 0.1185,                0.14672,                0.05564,                0.01973,                 2.6197,                 2.8771,                 2.3074,              0.0003566,              0.0003566,              0.0003566
                     86,                 2.2969,                 2.5863,                 1.9394,                0.13726,                 0.1297,                0.06624,                0.02291,                  2.496,                 2.8154,                 2.2424,              0.0003368,              0.0003368,              0.0003368
                     87,                 2.2837,                 2.5646,                 1.9217,                0.11459,                0.13014,                 0.0545,                0.01986,                 2.6057,                 2.8491,                 2.3153,               0.000317,               0.000317,               0.000317
                     88,                 2.2788,                 2.5902,                 1.9515,                 0.1108,                 0.1504,                0.05876,                0.02163,                 2.5561,                 2.8498,                 2.2806,              0.0002972,              0.0002972,              0.0002972
                     89,                 2.2517,                 2.5357,                 1.9071,                0.14428,                0.13628,                0.07158,                0.02498,                 2.5426,                 2.8153,                 2.2658,              0.0002774,              0.0002774,              0.0002774
                     90,                 2.2437,                 2.5571,                 1.9361,                0.11894,                0.14426,                0.06452,                0.02377,                 2.5713,                 2.8348,                 2.2837,              0.0002576,              0.0002576,              0.0002576
                     91,                 2.3278,                 2.7062,                 2.0755,                0.13552,                0.12462,                0.06845,                0.02503,                 2.4764,                 2.8114,                 2.2487,              0.0002378,              0.0002378,              0.0002378
                     92,                 2.2652,                 2.6349,                 2.0053,                0.14572,                0.13076,                  0.069,                0.02404,                 2.5589,                 2.8084,                 2.2744,               0.000218,               0.000218,               0.000218
                     93,                 2.2379,                 2.5953,                 1.9999,                 0.1344,                0.12216,                0.06818,                0.02281,                 2.5659,                 2.8108,                 2.2757,              0.0001982,              0.0001982,              0.0001982
                     94,                 2.2289,                 2.5615,                 1.9856,                0.15665,                0.13198,                0.07877,                0.02825,                 2.5152,                 2.7697,                 2.2505,              0.0001784,              0.0001784,              0.0001784
                     95,                 2.2127,                 2.5495,                 1.9739,                 0.1453,                0.14487,                0.07658,                0.02916,                  2.487,                 2.7517,                 2.2328,              0.0001586,              0.0001586,              0.0001586
                     96,                 2.2138,                 2.5246,                 1.9694,                0.15689,                0.15715,                0.08024,                0.03003,                 2.4795,                 2.7404,                 2.2214,              0.0001388,              0.0001388,              0.0001388
                     97,                 2.2207,                 2.5447,                 1.9887,                0.16498,                0.15961,                0.08298,                0.03133,                  2.481,                 2.7272,                 2.2245,               0.000119,               0.000119,               0.000119
                     98,                 2.2061,                 2.5296,                 1.9623,                0.17276,                0.15224,                0.08608,                0.03198,                 2.4706,                 2.7248,                 2.2241,               9.92e-05,               9.92e-05,               9.92e-05
                     99,                 2.2064,                 2.5138,                 1.9735,                0.16297,                0.15163,                0.08372,                0.03116,                 2.4944,                 2.7343,                 2.2362,               7.94e-05,               7.94e-05,               7.94e-05
                    100,                  2.184,                 2.4868,                 1.9449,                0.16671,                0.14979,                0.08709,                0.03284,                 2.4647,                 2.7218,                 2.2179,               5.96e-05,               5.96e-05,               5.96e-05
