                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 2.6795,                 2.8455,                 2.1895,                0.06965,                0.08184,                 0.0284,                0.00874,                 2.8376,                  3.027,                 2.4502,              0.0008912,              0.0008912,              0.0008912
                     31,                 2.6547,                 2.8818,                 2.2043,                0.08549,                0.05418,                 0.0265,                0.00906,                 2.8301,                 3.0328,                 2.4465,              0.0008516,              0.0008516,              0.0008516
                     32,                 2.6276,                 2.8687,                 2.1801,                0.08583,                0.06225,                0.02751,                0.00813,                 2.7787,                 3.0298,                 2.4375,               0.000812,               0.000812,               0.000812
                     33,                 2.6265,                 2.8349,                 2.1517,                0.09103,                0.06052,                0.03597,                0.01262,                 2.7795,                 3.0259,                 2.4528,              0.0007724,              0.0007724,              0.0007724
                     34,                 2.5828,                 2.8347,                 2.1601,                0.09566,                0.05187,                0.03459,                0.01335,                 2.7616,                 2.9919,                 2.4248,              0.0007328,              0.0007328,              0.0007328
                     35,                 2.6027,                  2.839,                 2.1676,                0.10509,                0.05418,                0.03256,                0.01052,                 2.8039,                 3.0984,                  2.422,              0.0006932,              0.0006932,              0.0006932
                     36,                 2.6193,                 2.8278,                 2.1448,                 0.0784,                 0.0536,                0.02877,                0.00869,                 2.7831,                 3.0317,                 2.4623,              0.0006536,              0.0006536,              0.0006536
                     37,                 2.5781,                 2.8232,                 2.1351,                0.03863,                0.08357,                0.01587,                0.00461,                 2.7876,                 3.0726,                 2.3749,               0.000614,               0.000614,               0.000614
                     38,                 2.5713,                 2.8169,                 2.1323,                0.07837,                0.05879,                0.03039,                0.00994,                 2.7492,                 2.9674,                 2.3712,              0.0005744,              0.0005744,              0.0005744
                     39,                 2.5488,                 2.7822,                 2.1217,                0.07974,                0.05879,                 0.0284,                 0.0089,                 2.7385,                 2.9474,                 2.3514,              0.0005348,              0.0005348,              0.0005348
                     40,                 2.5355,                 2.7866,                 2.1192,                0.07102,                 0.0732,                0.02602,                0.00765,                 2.7295,                 2.9619,                  2.383,              0.0004952,              0.0004952,              0.0004952
                     41,                 2.5534,                 2.9238,                 2.2128,                0.11464,                0.06974,                0.04052,                0.01449,                 2.7098,                 2.9506,                 2.4051,              0.0004556,              0.0004556,              0.0004556
                     42,                 2.5102,                  2.831,                 2.1925,                 0.0831,                0.06513,                0.02767,                0.00834,                 2.7082,                 2.9611,                 2.3609,               0.000416,               0.000416,               0.000416
                     43,                 2.4864,                 2.7933,                 2.1794,                0.11999,                0.06571,                0.04279,                 0.0147,                  2.657,                  2.908,                 2.3704,              0.0003764,              0.0003764,              0.0003764
                     44,                 2.4435,                 2.7879,                 2.1451,                0.10773,                0.07205,                0.04562,                0.01606,                 2.6523,                 2.8961,                 2.3687,              0.0003368,              0.0003368,              0.0003368
                     45,                 2.4622,                 2.7499,                 2.1313,                0.10662,                0.07896,                0.04475,                0.01527,                 2.6334,                 2.8795,                 2.3543,              0.0002972,              0.0002972,              0.0002972
                     46,                  2.447,                  2.729,                 2.1292,                0.10957,                0.07205,                0.04861,                 0.0175,                 2.6234,                 2.8814,                 2.3331,              0.0002576,              0.0002576,              0.0002576
                     47,                  2.424,                   2.73,                 2.1191,                0.09692,                0.07954,                0.04521,                 0.0165,                 2.6269,                   2.88,                 2.3236,               0.000218,               0.000218,               0.000218
                     48,                 2.4129,                 2.7187,                 2.1241,                0.10986,                 0.0732,                0.04975,                0.01842,                 2.6166,                 2.8599,                 2.2911,              0.0001784,              0.0001784,              0.0001784
                     49,                 2.4049,                 2.7024,                 2.1111,                 0.1145,                0.07378,                0.05341,                0.02021,                 2.5719,                 2.8425,                 2.2977,              0.0001388,              0.0001388,              0.0001388
                     50,                 2.4011,                 2.6734,                 2.0943,                0.11405,                0.07896,                0.05299,                 0.0192,                 2.5868,                 2.8386,                 2.2907,               9.92e-05,               9.92e-05,               9.92e-05
