                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     16,                 2.8724,                 3.2102,                 2.3614,                0.00407,                0.23204,                0.00353,                0.00104,                 3.2677,                 3.5169,                 2.6487,              0.0018614,              0.0018614,              0.0018614
                     17,                  2.838,                 3.1933,                 2.3446,                0.00577,                0.33149,                0.00812,                0.00235,                 2.9452,                 3.4007,                 2.5813,              0.0018515,              0.0018515,              0.0018515
                     18,                 2.8215,                 3.2004,                 2.3546,                0.01718,                0.04113,                0.00933,                0.00201,                 3.1357,                 4.4589,                 2.6836,              0.0018416,              0.0018416,              0.0018416
                     19,                  2.791,                 3.2224,                 2.3322,                0.01703,                0.07428,                0.00624,                 0.0018,                 2.9702,                 3.4455,                 2.7062,              0.0018317,              0.0018317,              0.0018317
                     20,                 2.8156,                 3.1974,                 2.3599,                0.00626,                0.32781,                0.01064,                 0.0031,                 2.9676,                 3.3637,                 2.6412,              0.0018218,              0.0018218,              0.0018218
                     21,                 2.8181,                 3.1809,                  2.318,                0.00563,                0.32228,                0.01111,                0.00309,                 2.9494,                  3.329,                 2.5303,              0.0018119,              0.0018119,              0.0018119
                     22,                 2.8052,                 3.1768,                 2.3136,                0.00986,                0.03254,                0.00304,                0.00086,                 3.2545,                 4.0056,                 2.6303,               0.001802,               0.001802,               0.001802
                     23,                 2.7679,                 3.1743,                 2.3153,                0.01791,                0.16513,                0.00831,                0.00248,                 2.9088,                 3.3228,                 2.5679,              0.0017921,              0.0017921,              0.0017921
                     24,                 2.7711,                 3.1521,                 2.3205,                 0.0293,                0.03745,                0.01064,                0.00316,                 2.9615,                 3.3908,                 2.6085,              0.0017822,              0.0017822,              0.0017822
                     25,                 2.7875,                 3.1505,                   2.32,                0.00638,                0.35236,                0.01312,                0.00357,                 2.9802,                 3.2878,                 2.5318,              0.0017723,              0.0017723,              0.0017723
                     26,                 2.7661,                 3.1807,                 2.2961,                0.00663,                0.33211,                0.01125,                0.00338,                 2.9076,                 3.3703,                 2.5651,              0.0017624,              0.0017624,              0.0017624
                     27,                 2.7434,                 3.1945,                 2.2924,                0.00634,                0.35114,                0.01346,                0.00437,                 2.9131,                 3.2819,                 2.5056,              0.0017525,              0.0017525,              0.0017525
                     28,                 2.7615,                 3.1383,                 2.2943,                0.00511,                0.28975,                0.00555,                0.00167,                 3.0597,                 3.5517,                 2.5895,              0.0017426,              0.0017426,              0.0017426
                     29,                 2.7717,                   3.13,                  2.296,                0.00665,                0.37937,                0.01126,                0.00333,                 2.8322,                 3.2575,                 2.5498,              0.0017327,              0.0017327,              0.0017327
                     30,                 2.7647,                 3.0902,                 2.2646,                0.01293,                0.25599,                0.00748,                0.00218,                 2.9265,                 3.3085,                 2.5071,              0.0017228,              0.0017228,              0.0017228
                     31,                  2.735,                 3.1089,                  2.261,                0.01412,                  0.283,                0.01171,                0.00369,                 2.8754,                 3.2695,                 2.6166,              0.0017129,              0.0017129,              0.0017129
                     32,                 2.6958,                 3.1103,                  2.274,                0.02229,                0.13014,                0.01046,                0.00301,                 2.8605,                 3.2548,                 2.5219,               0.001703,               0.001703,               0.001703
                     33,                  2.713,                 3.0892,                 2.2638,                0.04625,                0.05586,                0.01283,                0.00382,                  2.824,                   3.35,                 2.5095,              0.0016931,              0.0016931,              0.0016931
                     34,                 2.7141,                 3.1034,                 2.2624,                0.04225,                0.10804,                0.01717,                0.00506,                 2.8641,                  3.237,                 2.4774,              0.0016832,              0.0016832,              0.0016832
                     35,                 2.7187,                 3.0957,                 2.2551,                0.00637,                 0.3407,                0.01042,                0.00284,                 2.9003,                 3.3143,                 2.5643,              0.0016733,              0.0016733,              0.0016733
                     36,                 2.7196,                 3.0626,                 2.2376,                0.01902,                0.21486,                0.00989,                 0.0029,                  2.835,                 3.2851,                 2.4995,              0.0016634,              0.0016634,              0.0016634
                     37,                 2.6844,                 3.1022,                 2.2337,                0.00716,                0.38244,                0.01858,                0.00649,                 2.8051,                  3.235,                 2.4953,              0.0016535,              0.0016535,              0.0016535
                     38,                 2.6659,                  3.055,                 2.2251,                0.02808,                0.10436,                0.01295,                  0.004,                 2.8166,                 3.2273,                  2.522,              0.0016436,              0.0016436,              0.0016436
                     39,                 2.6813,                 3.0403,                 2.2243,                0.00816,                0.40209,                0.01358,                0.00383,                 2.8952,                 3.3336,                  2.458,              0.0016337,              0.0016337,              0.0016337
                     40,                 2.6933,                 3.0436,                 2.2314,                 0.0209,                0.06507,                0.00815,                0.00243,                  2.964,                 3.4205,                 2.4987,              0.0016238,              0.0016238,              0.0016238
                     41,                 2.6644,                  3.016,                 2.2074,                0.02438,                0.06507,                0.00745,                0.00217,                 2.9356,                 3.4532,                 2.4843,              0.0016139,              0.0016139,              0.0016139
                     42,                 2.6857,                 3.0395,                 2.2049,                0.02932,                0.15838,                0.01662,                0.00535,                 2.7681,                 3.1745,                 2.4966,               0.001604,               0.001604,               0.001604
                     43,                 2.6214,                 3.0298,                 2.1986,                0.04066,                0.11725,                 0.0153,                0.00462,                 2.7547,                 3.1489,                 2.4581,              0.0015941,              0.0015941,              0.0015941
                     44,                 2.6209,                 2.9845,                 2.2067,                0.04263,                0.07858,                0.01904,                0.00633,                 2.8859,                  3.197,                 2.4339,              0.0015842,              0.0015842,              0.0015842
                     45,                 2.6355,                 2.9919,                 2.1896,                0.03558,                0.05157,                0.01239,                 0.0038,                 2.8508,                 3.3111,                  2.457,              0.0015743,              0.0015743,              0.0015743
                     46,                 2.6452,                 3.0026,                 2.1958,                0.05417,                0.04604,                 0.0197,                0.00586,                 2.7455,                  3.183,                 2.4971,              0.0015644,              0.0015644,              0.0015644
                     47,                 2.6374,                 2.9896,                 2.1864,                0.05975,                0.02149,                0.01632,                0.00475,                  2.787,                 3.3238,                 2.5024,              0.0015545,              0.0015545,              0.0015545
                     48,                 2.6493,                 2.9739,                 2.1671,                0.02685,                0.20381,                 0.0192,                0.00516,                 2.9267,                 3.1818,                 2.4856,              0.0015446,              0.0015446,              0.0015446
                     49,                 2.5926,                 2.9257,                 2.1557,                0.07133,                0.06998,                0.02532,                0.01037,                 2.8245,                 3.1548,                 2.4195,              0.0015347,              0.0015347,              0.0015347
                     50,                 2.6237,                 2.9447,                 2.1634,                0.05622,                0.04665,                0.02134,                0.00856,                 2.8205,                 3.1922,                 2.4291,              0.0015248,              0.0015248,              0.0015248
                     51,                 2.6204,                 2.9691,                 2.1809,                0.08315,                0.06077,                0.02655,                0.01065,                 2.7036,                 3.1399,                 2.4517,              0.0015149,              0.0015149,              0.0015149
                     52,                 2.5938,                 2.9417,                 2.1463,                0.03491,                0.08778,                0.01712,                0.00741,                 2.8864,                 3.2471,                 2.4847,               0.001505,               0.001505,               0.001505
                     53,                 2.5989,                   2.95,                 2.1386,                0.02081,                0.04052,                0.01412,                0.00502,                 2.8336,                 3.3267,                 2.4895,              0.0014951,              0.0014951,              0.0014951
                     54,                 2.5831,                 2.9155,                 2.1562,                0.04554,                0.06446,                 0.0224,                0.00843,                  2.731,                 3.1883,                 2.4089,              0.0014852,              0.0014852,              0.0014852
                     55,                 2.5728,                  2.946,                 2.1494,                 0.0675,                0.07928,                0.02615,                0.00912,                 2.8052,                 3.1634,                 2.4385,              0.0014753,              0.0014753,              0.0014753
                     56,                 2.5351,                 2.9044,                 2.1393,                0.07384,                0.05463,                0.02774,                0.00983,                  2.763,                 3.0677,                 2.4449,              0.0014654,              0.0014654,              0.0014654
                     57,                 2.5536,                 2.8974,                 2.1394,                0.06237,                0.15088,                0.03088,                0.01115,                  2.661,                  3.028,                 2.3501,              0.0014555,              0.0014555,              0.0014555
                     58,                 2.5677,                 2.9165,                 2.1253,                0.08107,                0.05955,                0.02871,                0.00867,                 2.7504,                 3.0534,                 2.3706,              0.0014456,              0.0014456,              0.0014456
                     59,                 2.5469,                 2.9395,                  2.137,                 0.0449,                0.06814,                0.02068,                0.00641,                 2.7334,                 3.1189,                 2.4221,              0.0014357,              0.0014357,              0.0014357
                     60,                  2.539,                  2.912,                 2.1473,                0.05388,                0.08103,                0.02527,                0.00971,                 2.7527,                  3.113,                 2.3896,              0.0014258,              0.0014258,              0.0014258
                     61,                 2.5195,                 2.8956,                 2.1142,                0.05423,                0.06753,                0.02197,                 0.0087,                  2.825,                 3.2184,                 2.4545,              0.0014159,              0.0014159,              0.0014159
                     62,                 2.5419,                 2.8706,                 2.1191,                0.05764,                0.07735,                0.02444,                0.00835,                 2.6656,                 3.0518,                 2.3654,               0.001406,               0.001406,               0.001406
                     63,                 2.5158,                 2.8866,                 2.1145,                0.07065,                0.07305,                0.03109,                 0.0113,                 2.7105,                 2.9932,                 2.3268,              0.0013961,              0.0013961,              0.0013961
                     64,                  2.512,                 2.8245,                  2.082,                0.05985,                0.08533,                0.02569,                0.00978,                 2.7069,                 3.0616,                 2.3959,              0.0013862,              0.0013862,              0.0013862
                     65,                 2.4852,                 2.8234,                 2.0699,                 0.0847,                 0.0676,                0.03118,                0.01021,                 2.6498,                 3.0103,                 2.3531,              0.0013763,              0.0013763,              0.0013763
                     66,                 2.5163,                 2.8321,                 2.0888,                0.09561,                0.07673,                0.03617,                0.01292,                 2.7271,                 3.0516,                 2.3238,              0.0013664,              0.0013664,              0.0013664
                     67,                  2.511,                  2.812,                 2.0784,                0.09072,                0.09515,                0.03581,                 0.0134,                 2.6946,                 3.0183,                 2.3996,              0.0013565,              0.0013565,              0.0013565
                     68,                 2.4962,                 2.8008,                 2.0762,                0.09391,                0.06507,                0.03566,                0.01313,                 2.6897,                 2.9811,                  2.391,              0.0013466,              0.0013466,              0.0013466
                     69,                 2.4942,                 2.8157,                  2.098,                0.07326,                0.08007,                0.03254,                0.01059,                 2.6765,                  3.029,                 2.4076,              0.0013367,              0.0013367,              0.0013367
                     70,                 2.4785,                 2.7884,                 2.0566,                0.05841,                 0.0615,                0.02935,                0.01137,                 2.7138,                 3.0413,                 2.3697,              0.0013268,              0.0013268,              0.0013268
                     71,                 2.4356,                 2.7692,                 2.0675,                0.08297,                0.08471,                0.03708,                0.01192,                 2.7449,                 2.9938,                 2.3749,              0.0013169,              0.0013169,              0.0013169
                     72,                   2.44,                 2.7977,                 2.0715,                 0.0949,                0.09515,                0.04267,                0.01634,                 2.5839,                 2.9444,                  2.323,               0.001307,               0.001307,               0.001307
                     73,                 2.4655,                 2.7684,                 2.0331,                0.10569,                0.07366,                0.04066,                0.01357,                 2.7148,                 2.9286,                 2.3224,              0.0012971,              0.0012971,              0.0012971
                     74,                 2.4562,                 2.7969,                 2.0689,                0.06923,                0.11295,                0.03493,                0.01267,                 2.6961,                 3.1119,                  2.378,              0.0012872,              0.0012872,              0.0012872
                     75,                 2.4299,                 2.7523,                 2.0298,                0.09676,                0.09392,                0.03841,                0.01333,                 2.6437,                 2.9882,                 2.3188,              0.0012773,              0.0012773,              0.0012773
                     76,                  2.417,                  2.767,                 2.0451,                0.08727,                0.10866,                0.04274,                0.01478,                 2.6658,                 3.1006,                 2.4002,              0.0012674,              0.0012674,              0.0012674
                     77,                 2.4348,                 2.7614,                 2.0532,                0.08649,                 0.1105,                0.04296,                 0.0158,                  2.607,                  2.976,                 2.3389,              0.0012575,              0.0012575,              0.0012575
                     78,                 2.4129,                 2.7404,                 2.0258,                0.08361,                0.10564,                0.03931,                0.01432,                 2.6765,                 3.0665,                  2.352,              0.0012476,              0.0012476,              0.0012476
                     79,                 2.4225,                 2.7359,                 2.0168,                0.09682,                0.09883,                0.04793,                0.01742,                 2.6252,                 2.9276,                 2.2927,              0.0012377,              0.0012377,              0.0012377
                     80,                 2.3788,                 2.7508,                 2.0198,                0.09966,                0.07428,                0.04651,                0.01772,                 2.5776,                 2.9623,                 2.3385,              0.0012278,              0.0012278,              0.0012278
                     81,                  2.386,                 2.7001,                   2.02,                0.08661,                0.10129,                0.04525,                0.01637,                 2.6032,                 3.0025,                 2.3206,              0.0012179,              0.0012179,              0.0012179
                     82,                 2.3714,                 2.7327,                 2.0279,                0.09525,                0.08778,                0.04074,                0.01461,                 2.6639,                  2.951,                 2.3371,               0.001208,               0.001208,               0.001208
                     83,                 2.3828,                 2.7048,                 2.0228,                0.08123,                0.08901,                0.03668,                0.01388,                 2.6469,                 3.0239,                 2.3234,              0.0011981,              0.0011981,              0.0011981
                     84,                  2.357,                 2.6698,                 1.9947,                0.08615,                0.10927,                0.04804,                 0.0177,                 2.6117,                 2.9298,                 2.2883,              0.0011882,              0.0011882,              0.0011882
                     85,                 2.3791,                 2.7126,                  2.004,                 0.1051,                0.10245,                0.04573,                0.01728,                 2.5826,                 2.8948,                 2.2837,              0.0011783,              0.0011783,              0.0011783
                     86,                 2.3738,                 2.6702,                 1.9973,                0.11345,                0.07858,                0.04937,                0.01898,                 2.5775,                 2.9021,                  2.288,              0.0011684,              0.0011684,              0.0011684
                     87,                 2.3786,                 2.6426,                 1.9845,                0.07696,                0.09147,                0.04005,                0.01309,                 2.7213,                 3.0211,                 2.3549,              0.0011585,              0.0011585,              0.0011585
                     88,                 2.3479,                 2.6823,                  1.993,                0.12358,                0.09024,                0.05621,                0.02061,                 2.5444,                  2.856,                 2.3011,              0.0011486,              0.0011486,              0.0011486
                     89,                 2.3373,                 2.6508,                 1.9753,                 0.1065,                0.10743,                0.04788,                0.01583,                 2.6678,                 3.1411,                  2.335,              0.0011387,              0.0011387,              0.0011387
                     90,                 2.3239,                 2.6615,                 1.9951,                0.10286,                 0.1283,                0.05778,                0.02068,                 2.5324,                 2.8503,                 2.2646,              0.0011288,              0.0011288,              0.0011288
                     91,                 2.3517,                 2.6272,                 1.9721,                0.12103,                0.12339,                0.06188,                 0.0239,                 2.5039,                 2.8215,                 2.2718,              0.0011189,              0.0011189,              0.0011189
                     92,                 2.3436,                 2.6224,                 1.9854,                0.11198,                0.12953,                0.05209,                0.02004,                 2.6148,                 2.9795,                  2.291,               0.001109,               0.001109,               0.001109
                     93,                 2.3507,                 2.6592,                 1.9653,                0.09867,                0.10559,                0.04714,                0.01828,                 2.5975,                 2.9059,                  2.269,              0.0010991,              0.0010991,              0.0010991
                     94,                 2.3246,                 2.5947,                 1.9485,                0.11866,                0.12032,                0.05597,                0.02053,                 2.5273,                 2.8682,                 2.2635,              0.0010892,              0.0010892,              0.0010892
                     95,                 2.3216,                 2.5881,                 1.9417,                0.12213,                0.12093,                0.05719,                0.02056,                 2.5753,                 2.8492,                 2.2886,              0.0010793,              0.0010793,              0.0010793
                     96,                  2.315,                 2.5962,                 1.9469,                 0.1025,                0.11602,                0.05018,                0.01746,                 2.5879,                 2.8877,                 2.2855,              0.0010694,              0.0010694,              0.0010694
                     97,                 2.3227,                 2.6013,                 1.9596,                0.11662,                0.12032,                0.05752,                0.02179,                 2.5248,                 2.8402,                 2.2601,              0.0010595,              0.0010595,              0.0010595
                     98,                 2.3054,                 2.5915,                 1.9628,                0.12568,                0.11172,                0.05913,                0.02167,                 2.5932,                 2.8594,                  2.257,              0.0010496,              0.0010496,              0.0010496
                     99,                 2.2946,                 2.5648,                 1.9299,                0.14574,                0.10559,                0.06783,                0.02554,                 2.4947,                 2.8193,                 2.2479,              0.0010397,              0.0010397,              0.0010397
                    100,                  2.278,                  2.513,                  1.911,                0.11596,                0.12584,                0.06719,                0.02517,                 2.5249,                 2.8327,                 2.2523,              0.0010298,              0.0010298,              0.0010298
                    101,                 2.2738,                  2.572,                  1.927,                0.12099,                0.10497,                0.06156,                0.02408,                  2.567,                 2.8659,                 2.2774,              0.0010199,              0.0010199,              0.0010199
                    102,                 2.2801,                 2.5463,                 1.9253,                0.13752,                0.11541,                0.07417,                0.02847,                 2.4975,                 2.7602,                 2.2403,                0.00101,                0.00101,                0.00101
                    103,                 2.2641,                 2.5642,                 1.9433,                0.17598,                0.11909,                0.07642,                0.02912,                 2.4714,                 2.7534,                 2.2107,              0.0010001,              0.0010001,              0.0010001
                    104,                 2.2522,                 2.5259,                 1.9197,                0.11848,                 0.1326,                0.06264,                0.02406,                 2.5204,                 2.8229,                 2.2759,              0.0009902,              0.0009902,              0.0009902
                    105,                 2.2656,                 2.5481,                 1.9194,                0.12937,                 0.1283,                0.06927,                0.02663,                 2.4968,                 2.7622,                 2.2171,              0.0009803,              0.0009803,              0.0009803
                    106,                 2.2602,                  2.514,                 1.9095,                0.14268,                0.13751,                0.07395,                0.02834,                 2.5139,                 2.7711,                 2.2327,              0.0009704,              0.0009704,              0.0009704
                    107,                 2.2514,                 2.5095,                 1.9119,                0.13814,                0.13751,                0.07665,                0.02861,                 2.4668,                 2.7699,                 2.2342,              0.0009605,              0.0009605,              0.0009605
                    108,                  2.234,                 2.4914,                 1.9105,                0.14346,                0.13567,                0.07252,                0.02727,                  2.569,                 2.8232,                 2.2601,              0.0009506,              0.0009506,              0.0009506
                    109,                  2.223,                 2.4887,                 1.9116,                0.14606,                0.14242,                0.07756,                0.02867,                 2.4485,                  2.767,                 2.2106,              0.0009407,              0.0009407,              0.0009407
                    110,                 2.2321,                 2.5078,                 1.8974,                0.11842,                0.10988,                0.06401,                0.02174,                 2.5824,                 2.8578,                 2.2561,              0.0009308,              0.0009308,              0.0009308
                    111,                 2.2146,                 2.5084,                 1.8995,                0.14666,                 0.1504,                0.08189,                0.03172,                 2.4537,                 2.7627,                 2.2345,              0.0009209,              0.0009209,              0.0009209
                    112,                 2.2283,                 2.5198,                 1.9076,                  0.153,                0.13014,                0.07782,                0.03164,                 2.4758,                 2.7479,                 2.2202,               0.000911,               0.000911,               0.000911
                    113,                 2.2356,                 2.4831,                 1.8943,                0.17275,                0.13444,                0.08457,                0.03236,                 2.4836,                  2.743,                 2.2115,              0.0009011,              0.0009011,              0.0009011
                    114,                 2.2118,                 2.4714,                 1.8958,                0.14844,                0.14794,                0.07737,                0.02785,                  2.541,                 2.7547,                 2.2403,              0.0008912,              0.0008912,              0.0008912
                    115,                 2.2244,                 2.4711,                 1.8733,                0.12777,                0.13076,                 0.0724,                0.02642,                 2.5509,                 2.7865,                 2.2639,              0.0008813,              0.0008813,              0.0008813
                    116,                 2.2191,                 2.4435,                 1.8685,                0.16025,                0.13628,                 0.0812,                0.02916,                    2.5,                 2.7694,                 2.2282,              0.0008714,              0.0008714,              0.0008714
                    117,                  2.186,                 2.4615,                 1.8701,                0.16483,                0.13382,                0.08611,                0.03201,                 2.4835,                 2.6992,                 2.2089,              0.0008615,              0.0008615,              0.0008615
                    118,                  2.192,                 2.4217,                 1.8612,                0.18193,                 0.1461,                0.09659,                0.03566,                 2.4174,                 2.6879,                 2.1816,              0.0008516,              0.0008516,              0.0008516
                    119,                  2.153,                 2.4329,                 1.8483,                0.15311,                 0.1547,                0.09177,                0.03563,                 2.4252,                 2.7079,                 2.1849,              0.0008417,              0.0008417,              0.0008417
                    120,                 2.1654,                 2.3901,                 1.8351,                0.15084,                0.13137,                0.07997,                0.03004,                 2.5012,                  2.766,                 2.2294,              0.0008318,              0.0008318,              0.0008318
                    121,                 2.1909,                 2.3665,                  1.844,                0.17429,                0.14794,                0.09187,                0.03586,                 2.4371,                 2.6954,                 2.1902,              0.0008219,              0.0008219,              0.0008219
                    122,                 2.1783,                 2.3636,                 1.8246,                 0.1636,                0.13484,                0.08721,                0.03336,                 2.4913,                 2.7548,                 2.2179,               0.000812,               0.000812,               0.000812
                    123,                  2.171,                 2.4226,                 1.8502,                0.14942,                0.13444,                0.08144,                 0.0313,                 2.5451,                 2.7665,                 2.2303,              0.0008021,              0.0008021,              0.0008021
                    124,                 2.1649,                 2.3807,                  1.832,                0.18894,                0.15408,                 0.0994,                 0.0392,                 2.4049,                 2.6434,                  2.184,              0.0007922,              0.0007922,              0.0007922
                    125,                 2.2087,                  2.401,                 1.8619,                0.19085,                0.13874,                0.09556,                0.03658,                   2.45,                  2.674,                  2.192,              0.0007823,              0.0007823,              0.0007823
                    126,                 2.1598,                 2.3981,                 1.8262,                0.16293,                0.14549,                0.09166,                0.03462,                 2.4386,                 2.7316,                  2.215,              0.0007724,              0.0007724,              0.0007724
                    127,                 2.1443,                 2.3601,                 1.8372,                 0.1813,                0.13812,                0.09771,                0.03417,                 2.4582,                 2.7305,                 2.2115,              0.0007625,              0.0007625,              0.0007625
                    128,                  2.135,                 2.3462,                  1.804,                0.17073,                0.16268,                0.09993,                0.03922,                 2.4143,                 2.6513,                 2.1718,              0.0007526,              0.0007526,              0.0007526
                    129,                 2.1302,                 2.3208,                 1.8042,                0.18923,                 0.1547,                0.10041,                0.04026,                 2.4267,                 2.6326,                 2.2062,              0.0007427,              0.0007427,              0.0007427
                    130,                 2.1273,                 2.3262,                 1.7994,                0.18915,                0.15899,                0.10648,                0.04224,                 2.3927,                 2.6598,                 2.1584,              0.0007328,              0.0007328,              0.0007328
                    131,                 2.1291,                 2.3557,                 1.8208,                0.16931,                0.14487,                0.09685,                0.03845,                 2.3902,                 2.6909,                 2.1913,              0.0007229,              0.0007229,              0.0007229
                    132,                 2.1264,                 2.3611,                 1.8284,                0.17643,                0.16513,                0.09764,                0.03768,                 2.4054,                 2.6647,                 2.1775,               0.000713,               0.000713,               0.000713
                    133,                 2.1258,                 2.3025,                 1.8069,                0.18835,                0.15347,                0.10388,                0.03875,                  2.431,                 2.6711,                 2.1888,              0.0007031,              0.0007031,              0.0007031
                    134,                 2.0976,                 2.3031,                 1.7926,                0.16858,                0.15961,                0.10022,                0.03829,                 2.4167,                 2.6806,                  2.163,              0.0006932,              0.0006932,              0.0006932
                    135,                 2.1121,                 2.2916,                 1.7761,                0.17248,                0.16575,                0.09877,                0.03829,                 2.3951,                 2.6747,                 2.1522,              0.0006833,              0.0006833,              0.0006833
                    136,                 2.0883,                 2.3159,                 1.7975,                 0.1919,                0.15531,                0.10584,                0.04207,                 2.3888,                 2.6263,                 2.1561,              0.0006734,              0.0006734,              0.0006734
                    137,                 2.0985,                 2.2658,                 1.7802,                0.18382,                0.15101,                0.09913,                0.03763,                 2.4478,                 2.7103,                 2.1999,              0.0006635,              0.0006635,              0.0006635
                    138,                 2.0891,                  2.297,                 1.7974,                0.20284,                0.16268,                 0.1086,                0.04259,                 2.3639,                 2.6613,                 2.1373,              0.0006536,              0.0006536,              0.0006536
                    139,                 2.0647,                 2.3011,                 1.7772,                0.19771,                0.16943,                0.10738,                0.04407,                  2.378,                 2.6213,                 2.1681,              0.0006437,              0.0006437,              0.0006437
                    140,                 2.0687,                 2.2506,                 1.7651,                0.17724,                0.16943,                0.10036,                0.03913,                 2.4592,                 2.7078,                 2.2057,              0.0006338,              0.0006338,              0.0006338
                    141,                 2.0737,                 2.2993,                 1.7942,                0.20399,                0.16145,                0.10566,                0.04164,                 2.4194,                 2.6554,                 2.1857,              0.0006239,              0.0006239,              0.0006239
                    142,                 2.0641,                 2.2337,                  1.759,                0.18648,                0.15961,                0.11005,                0.04328,                 2.3858,                 2.6344,                 2.1736,               0.000614,               0.000614,               0.000614
                    143,                 2.0442,                 2.2715,                  1.781,                0.20783,                0.16206,                0.10947,                0.04397,                 2.3685,                 2.6307,                 2.1569,              0.0006041,              0.0006041,              0.0006041
                    144,                 2.0458,                  2.242,                 1.7776,                 0.1955,                0.16882,                0.11328,                0.04617,                 2.3918,                 2.6432,                 2.1592,              0.0005942,              0.0005942,              0.0005942
                    145,                 2.0335,                 2.2294,                 1.7589,                0.19907,                0.16882,                0.11494,                0.04713,                 2.3592,                  2.621,                 2.1466,              0.0005843,              0.0005843,              0.0005843
                    146,                 2.0366,                 2.2377,                 1.7576,                 0.1831,                0.15777,                0.10266,                0.04149,                 2.4136,                 2.6946,                 2.2045,              0.0005744,              0.0005744,              0.0005744
                    147,                  2.035,                 2.2138,                 1.7368,                0.18635,                0.16697,                0.10583,                0.04132,                 2.4165,                 2.6511,                 2.1713,              0.0005645,              0.0005645,              0.0005645
                    148,                 2.0366,                 2.2005,                 1.7279,                0.19847,                0.16206,                0.10956,                0.04287,                 2.3789,                 2.6309,                 2.1691,              0.0005546,              0.0005546,              0.0005546
                    149,                 2.0647,                 2.2307,                 1.7723,                0.20461,                0.16636,                0.11514,                0.04523,                  2.381,                 2.6145,                 2.1496,              0.0005447,              0.0005447,              0.0005447
                    150,                  2.013,                 2.1745,                  1.734,                0.20175,                0.14549,                0.10123,                0.03863,                 2.4941,                 2.7126,                 2.2307,              0.0005348,              0.0005348,              0.0005348
                    151,                 2.0297,                 2.1719,                 1.7188,                0.20376,                0.14979,                0.10213,                0.03857,                 2.4732,                 2.6946,                 2.2287,              0.0005249,              0.0005249,              0.0005249
                    152,                 1.9907,                 2.1776,                 1.7181,                0.20842,                0.15531,                0.10855,                0.04258,                 2.4655,                 2.6542,                 2.2103,               0.000515,               0.000515,               0.000515
