                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     78,                 1.7134,                 1.9888,                 1.5279,                0.38151,                0.34757,                0.28407,                0.16306,                 1.4235,                 1.8857,                 1.4528,               0.002476,               0.002476,               0.002476
                     79,                 1.7082,                  1.982,                 1.5222,                0.39022,                  0.354,                0.29192,                0.16883,                 1.4092,                 1.8687,                 1.4421,               0.002377,               0.002377,               0.002377
                     80,                 1.7034,                 1.9815,                  1.519,                0.39385,                0.35324,                0.29398,                0.16989,                 1.4043,                 1.8745,                 1.4385,               0.002278,               0.002278,               0.002278
                     81,                 1.6934,                 1.9837,                 1.5156,                0.39124,                0.35744,                0.29447,                0.17113,                 1.4021,                 1.8715,                 1.4359,               0.002179,               0.002179,               0.002179
                     82,                 1.7026,                 1.9847,                  1.523,                0.39084,                0.35464,                0.29263,                0.16935,                 1.4088,                 1.8757,                  1.441,                0.00208,                0.00208,                0.00208
                     83,                 1.6897,                 1.9582,                 1.5094,                 0.3983,                0.35727,                0.29706,                0.17296,                  1.396,                 1.8588,                 1.4332,               0.001981,               0.001981,               0.001981
                     84,                 1.6755,                 1.9601,                 1.5084,                0.39743,                 0.3599,                0.29949,                 0.1723,                 1.4022,                  1.859,                  1.436,               0.001882,               0.001882,               0.001882
                     85,                 1.6817,                 1.9603,                 1.5084,                0.40312,                0.35931,                0.30061,                0.17311,                 1.4028,                 1.8587,                 1.4356,               0.001783,               0.001783,               0.001783
                     86,                 1.6638,                 1.9342,                 1.4928,                0.40675,                0.36299,                0.30506,                0.17709,                 1.3903,                 1.8448,                 1.4282,               0.001684,               0.001684,               0.001684
                     87,                 1.6495,                 1.9275,                 1.4831,                0.40777,                0.36486,                0.30776,                0.17884,                 1.3858,                 1.8343,                 1.4233,               0.001585,               0.001585,               0.001585
                     88,                  1.641,                 1.9301,                 1.4846,                0.40788,                0.36749,                0.30893,                0.17947,                 1.3819,                 1.8253,                 1.4188,               0.001486,               0.001486,               0.001486
                     89,                 1.6546,                 1.9355,                 1.4893,                0.40959,                0.36954,                0.30884,                0.18079,                 1.3755,                 1.8253,                 1.4154,               0.001387,               0.001387,               0.001387
                     90,                 1.6353,                 1.9304,                 1.4813,                0.41138,                0.37444,                0.31121,                0.18424,                 1.3579,                 1.8143,                 1.4076,               0.001288,               0.001288,               0.001288
                     91,                 1.6265,                 1.9938,                 1.5583,                0.41517,                0.38601,                0.32236,                0.19271,                 1.3288,                 1.8096,                 1.3871,               0.001189,               0.001189,               0.001189
                     92,                 1.5549,                 1.9202,                 1.5056,                0.42359,                0.40518,                0.33661,                0.20538,                 1.2844,                 1.7725,                 1.3622,                0.00109,                0.00109,                0.00109
                     93,                 1.5278,                 1.8957,                 1.4908,                0.42836,                0.41721,                0.34387,                0.21071,                 1.2655,                 1.7435,                 1.3497,               0.000991,               0.000991,               0.000991
                     94,                 1.5152,                 1.8859,                 1.4788,                0.42974,                0.42743,                0.34857,                0.21388,                 1.2535,                 1.7158,                  1.339,               0.000892,               0.000892,               0.000892
                     95,                 1.4888,                 1.8565,                 1.4583,                0.43313,                 0.4331,                0.35334,                0.21726,                 1.2459,                 1.6951,                 1.3318,               0.000793,               0.000793,               0.000793
                     96,                 1.4926,                 1.8714,                 1.4687,                0.43474,                0.43906,                0.35628,                 0.2199,                 1.2369,                 1.6783,                 1.3257,               0.000694,               0.000694,               0.000694
                     97,                 1.4683,                 1.8381,                  1.448,                0.43871,                0.44177,                0.35972,                0.22241,                 1.2291,                 1.6665,                 1.3204,               0.000595,               0.000595,               0.000595
                     98,                 1.4663,                 1.8475,                 1.4528,                0.43989,                0.44397,                0.36124,                0.22337,                 1.2266,                  1.657,                 1.3178,               0.000496,               0.000496,               0.000496
                     99,                 1.4635,                 1.8497,                 1.4521,                0.44207,                  0.448,                0.36301,                0.22595,                  1.218,                 1.6471,                 1.3116,               0.000397,               0.000397,               0.000397
                    100,                 1.4499,                 1.8334,                 1.4402,                0.44254,                0.45022,                0.36421,                0.22677,                 1.2175,                 1.6409,                 1.3095,               0.000298,               0.000298,               0.000298
