                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 3.0639,                 3.1369,                 2.4101,                0.00988,                0.34436,                0.01304,                0.00334,                 3.2048,                 3.6375,                  2.586,             0.00066524,             0.00066524,             0.00066524
                      2,                 2.9413,                 3.0362,                   2.37,                0.00759,                0.05772,                 0.0025,                0.00068,                 3.3399,                 5.1174,                 2.5994,              0.0013055,              0.0013055,              0.0013055
                      3,                 2.8718,                 3.0261,                 2.3296,                0.06807,                 0.0631,                0.02261,                0.00771,                 3.0124,                 3.6764,                 2.6479,              0.0019194,              0.0019194,              0.0019194
                      4,                  2.809,                 3.0036,                 2.3002,                0.00796,                0.40757,                0.01715,                 0.0046,                 2.8614,                 3.5118,                 2.4689,              0.0018812,              0.0018812,              0.0018812
                      5,                 2.7466,                 2.9747,                  2.258,                0.03159,                0.24778,                0.02195,                0.00638,                   2.78,                 3.3625,                 2.4273,              0.0018812,              0.0018812,              0.0018812
                      6,                 2.6837,                 2.9146,                 2.2138,                0.06316,                0.04902,                 0.0254,                0.00909,                 2.6928,                 3.8872,                 2.3826,              0.0018416,              0.0018416,              0.0018416
                      7,                 2.6394,                 2.8724,                 2.1747,                0.12261,                0.04758,                0.03685,                0.01245,                 2.6417,                 3.4231,                 2.3146,               0.001802,               0.001802,               0.001802
                      8,                 2.5838,                 2.8433,                 2.1359,                0.13479,                0.07011,                0.04589,                0.01457,                 2.5712,                 3.2744,                 2.2402,              0.0017624,              0.0017624,              0.0017624
                      9,                 2.5483,                  2.805,                 2.1208,                0.12598,                0.06614,                 0.0402,                0.01328,                 2.5531,                 3.3723,                 2.2037,              0.0017228,              0.0017228,              0.0017228
                     10,                 2.5135,                 2.7701,                 2.0934,                0.15071,                0.06602,                0.05099,                 0.0195,                 2.4213,                  3.017,                  2.183,              0.0016832,              0.0016832,              0.0016832
                     11,                 2.4827,                 2.7289,                 2.0594,                0.14086,                0.07736,                0.04879,                0.01682,                 2.4172,                 2.9309,                 2.1193,              0.0016436,              0.0016436,              0.0016436
                     12,                 2.4604,                 2.7059,                 2.0354,                0.14084,                0.12293,                0.06549,                0.02469,                 2.3639,                 3.0943,                 2.0882,               0.001604,               0.001604,               0.001604
                     13,                 2.4196,                 2.6773,                 2.0137,                0.14698,                0.11153,                0.06543,                0.02486,                 2.3407,                 2.8127,                 2.0807,              0.0015644,              0.0015644,              0.0015644
                     14,                 2.3866,                 2.6489,                 1.9963,                0.15988,                 0.1179,                0.07619,                0.03079,                 2.2431,                 2.8919,                 2.0453,              0.0015248,              0.0015248,              0.0015248
                     15,                  2.379,                 2.6323,                 1.9751,                0.16071,                0.11784,                0.07678,                0.02828,                 2.3001,                 2.7693,                   2.03,              0.0014852,              0.0014852,              0.0014852
                     16,                 2.3468,                 2.5983,                  1.955,                 0.2096,                0.11767,                0.09126,                0.03747,                 2.1888,                 2.7388,                 1.9674,              0.0014456,              0.0014456,              0.0014456
                     17,                 2.3213,                 2.5722,                 1.9342,                0.21695,                0.12591,                0.10106,                0.04084,                 2.1775,                 2.7034,                 1.9622,               0.001406,               0.001406,               0.001406
                     18,                 2.3024,                 2.5501,                 1.9228,                0.22515,                0.14484,                0.11234,                0.04821,                 2.1282,                 2.5969,                 1.9165,              0.0013664,              0.0013664,              0.0013664
                     19,                  2.273,                 2.5235,                  1.901,                0.20603,                0.16371,                0.11344,                0.04814,                  2.102,                 2.5699,                 1.8952,              0.0013268,              0.0013268,              0.0013268
                     20,                 2.2533,                 2.5047,                 1.8897,                0.23064,                0.16067,                0.12026,                0.05092,                 2.0947,                 2.5856,                 1.9127,              0.0012872,              0.0012872,              0.0012872
                     21,                 2.2418,                 2.4975,                 1.8781,                0.23246,                0.18129,                0.12863,                0.05369,                 2.0507,                 2.5013,                 1.8661,              0.0012476,              0.0012476,              0.0012476
                     22,                 2.2214,                 2.4611,                 1.8579,                0.23367,                0.16493,                0.12597,                0.05461,                 2.0128,                 2.5181,                 1.8546,               0.001208,               0.001208,               0.001208
                     23,                 2.1992,                 2.4425,                 1.8481,                0.23308,                0.16914,                0.12868,                0.05413,                 2.0517,                 2.4514,                  1.863,              0.0011684,              0.0011684,              0.0011684
                     24,                 2.1713,                 2.4256,                 1.8282,                0.27371,                0.18334,                0.14907,                0.06759,                 1.9617,                 2.3999,                 1.8106,              0.0011288,              0.0011288,              0.0011288
                     25,                 2.1578,                 2.3996,                 1.8192,                0.26349,                0.19058,                0.14657,                0.06263,                 1.9839,                 2.3888,                 1.8212,              0.0010892,              0.0010892,              0.0010892
                     26,                 2.1602,                 2.3963,                 1.8088,                0.27419,                0.19853,                0.15353,                0.06548,                 1.9803,                 2.3649,                 1.8042,              0.0010496,              0.0010496,              0.0010496
                     27,                 2.1252,                 2.3715,                  1.794,                 0.2879,                0.20694,                0.16813,                0.07861,                 1.8964,                 2.3194,                 1.7652,                0.00101,                0.00101,                0.00101
                     28,                 2.1089,                 2.3529,                 1.7872,                0.28354,                0.20671,                0.16467,                0.07579,                 1.8904,                 2.3666,                 1.7635,              0.0009704,              0.0009704,              0.0009704
                     29,                 2.0881,                  2.348,                 1.7747,                0.27696,                0.21372,                0.16684,                0.08054,                 1.8655,                 2.3203,                 1.7424,              0.0009308,              0.0009308,              0.0009308
                     30,                 2.0805,                 2.3296,                 1.7704,                 0.2888,                0.21126,                0.16808,                 0.0792,                 1.8549,                 2.3159,                 1.7292,              0.0008912,              0.0008912,              0.0008912
                     31,                 2.0597,                 2.3202,                 1.7579,                0.29455,                0.21787,                0.17722,                0.08585,                 1.8229,                 2.2708,                 1.7178,              0.0008516,              0.0008516,              0.0008516
                     32,                 2.0482,                 2.2965,                 1.7464,                0.30597,                0.23329,                0.18468,                0.08972,                  1.812,                 2.2799,                 1.7074,               0.000812,               0.000812,               0.000812
                     33,                 2.0268,                  2.282,                 1.7325,                0.30271,                0.22873,                0.17999,                0.08341,                 1.8262,                 2.2666,                  1.713,              0.0007724,              0.0007724,              0.0007724
                     34,                 2.0223,                 2.2669,                 1.7235,                0.31212,                0.24141,                0.19124,                0.09264,                 1.7788,                 2.2137,                 1.6844,              0.0007328,              0.0007328,              0.0007328
                     35,                 2.0093,                 2.2513,                  1.717,                0.30549,                 0.2344,                0.18564,                0.08853,                 1.7843,                  2.209,                 1.6895,              0.0006932,              0.0006932,              0.0006932
                     36,                 1.9806,                  2.228,                 1.6965,                 0.3192,                 0.2455,                 0.2004,                0.09947,                 1.7301,                 2.1961,                 1.6599,              0.0006536,              0.0006536,              0.0006536
                     37,                 1.9683,                 2.2279,                 1.6966,                 0.3175,                0.24848,                0.19636,                0.09478,                 1.7547,                 2.1953,                 1.6635,               0.000614,               0.000614,               0.000614
                     38,                 1.9639,                 2.2048,                 1.6842,                0.31697,                0.25841,                0.20546,                0.10359,                 1.7095,                 2.1446,                   1.65,              0.0005744,              0.0005744,              0.0005744
                     39,                 1.9537,                 2.1942,                 1.6784,                0.32818,                0.25578,                0.20882,                0.10712,                 1.6879,                 2.1442,                 1.6309,              0.0005348,              0.0005348,              0.0005348
